center,target,opposite,center_label,target_label,opposite_label,target_dist,opposite_dist,self_emo_shift,self_time_dur,closest_time_dur
Ses04_happy_14_A_009,Ses04_happy_14_A_007,Ses04_happy_14_B_008,Happiness,Surprise,Happiness,2,1,1,0,0
Ses04_happy_14_A_015,Ses04_happy_14_A_013,Ses04_happy_14_B_014,Happiness,Surprise,Happiness,2,1,1,0,0
Ses04_happy_14_A_031,Ses04_happy_14_A_030,Ses04_happy_14_B_029,Neutral,Happiness,Surprise,1,2,1,0,0
Ses04_happy_14_B_032,Ses04_happy_14_B_029,Ses04_happy_14_A_031,Neutral,Surprise,Neutral,3,1,1,0,0
Ses04_happy_14_A_033,Ses04_happy_14_A_031,Ses04_happy_14_B_032,Happiness,Neutral,Neutral,2,1,1,0,0
Ses04_happy_14_A_034,Ses04_happy_14_A_033,Ses04_happy_14_B_032,Neutral,Happiness,Neutral,1,2,1,0,0
Ses04_happy_14_B_035,Ses04_happy_14_B_032,Ses04_happy_14_A_034,Happiness,Neutral,Neutral,3,1,1,0,0
Ses04_happy_14_A_036,Ses04_happy_14_A_034,Ses04_happy_14_B_035,Happiness,Neutral,Happiness,2,1,1,0,0
Ses04_happy_14_B_039,Ses04_happy_14_B_037,Ses04_happy_14_A_038,Happiness,Surprise,Happiness,2,1,1,0,0
Ses04_happy_14_B_043,Ses04_happy_14_B_041,Ses04_happy_14_A_042,Neutral,Happiness,Happiness,2,1,1,0,0
Ses04_happy_14_B_045,Ses04_happy_14_B_043,Ses04_happy_14_A_044,Happiness,Neutral,Happiness,2,1,1,0,0
Ses04_happy_14_B_052,Ses04_happy_14_B_051,Ses04_happy_14_A_050,Happiness,Surprise,Happiness,1,2,1,0,0
Ses04_happy_14_B_063,Ses04_happy_14_B_058,Ses04_happy_14_A_062,Neutral,Happiness,Happiness,4,1,1,0,0
Ses04_happy_14_B_066,Ses04_happy_14_B_063,Ses04_happy_14_A_065,Happiness,Neutral,Happiness,3,1,1,0,0
Ses04_happy_15_A_011,Ses04_happy_15_A_008,Ses04_happy_15_B_007,Happiness,Anger,Anger,1,2,1,0,0
Ses04_happy_15_A_013,Ses04_happy_15_A_011,Ses04_happy_15_B_012,Neutral,Happiness,Surprise,2,1,1,0,0
Ses04_happy_15_B_014,Ses04_happy_15_B_012,Ses04_happy_15_A_013,Neutral,Surprise,Neutral,2,1,1,0,0
Ses04_happy_15_B_021,Ses04_happy_15_B_018,Ses04_happy_15_A_019,Neutral,Surprise,Disappointment,2,1,1,0,0
Ses04_happy_15_A_022,Ses04_happy_15_A_019,Ses04_happy_15_B_021,Anger,Disappointment,Neutral,2,1,1,0,0
Ses04_happy_15_B_023,Ses04_happy_15_B_021,Ses04_happy_15_A_022,Happiness,Neutral,Anger,2,1,1,0,0
Ses04_happy_15_A_024,Ses04_happy_15_A_022,Ses04_happy_15_B_023,Happiness,Anger,Happiness,2,1,1,0,0
Ses04_happy_15_B_025,Ses04_happy_15_B_023,Ses04_happy_15_A_024,Neutral,Happiness,Happiness,2,1,1,0,0
Ses04_happy_15_B_027,Ses04_happy_15_B_025,Ses04_happy_15_A_026,Happiness,Neutral,Happiness,2,1,1,0,0
Ses04_happy_15_A_038,Ses04_happy_15_A_036,Ses04_happy_15_B_037,Anger,Frustration,Frustration,2,1,1,0,0
Ses04_happy_16_A_003,Ses04_happy_16_A_001,Ses04_happy_16_B_002,Neutral,Relaxation,Surprise,2,1,1,0,0
Ses04_happy_16_A_007,Ses04_happy_16_A_006,Ses04_happy_16_B_004,Neutral,Relaxation,Surprise,1,3,1,0,0
Ses04_happy_16_B_015,Ses04_happy_16_B_012,Ses04_happy_16_A_013,Happiness,Surprise,Neutral,2,1,1,0,0
Ses04_happy_16_A_019,Ses04_happy_16_A_016,Ses04_happy_16_B_018,Happiness,Relaxation,Relaxation,2,1,1,0,0
Ses04_happy_16_B_020,Ses04_happy_16_B_018,Ses04_happy_16_A_019,Happiness,Relaxation,Happiness,2,1,1,0,0
Ses04_happy_16_A_021,Ses04_happy_16_A_019,Ses04_happy_16_B_020,Neutral,Happiness,Happiness,2,1,1,0,0
Ses04_happy_16_A_023,Ses04_happy_16_A_021,Ses04_happy_16_B_022,Happiness,Neutral,Surprise,2,1,1,0,0
Ses04_happy_16_B_024,Ses04_happy_16_B_022,Ses04_happy_16_A_023,Neutral,Surprise,Happiness,2,1,1,0,0
Ses04_happy_16_A_034,Ses04_happy_16_A_031,Ses04_happy_16_B_029,Neutral,Relaxation,Neutral,1,3,1,0,0
Ses04_happy_16_B_037,Ses04_happy_16_B_029,Ses04_happy_16_A_035,Happiness,Neutral,Neutral,5,1,1,0,0
Ses04_happy_16_B_041,Ses04_happy_16_B_040,Ses04_happy_16_A_038,Neutral,Happiness,Relaxation,1,3,1,0,0
Ses04_happy_16_A_043,Ses04_happy_16_A_038,Ses04_happy_16_B_042,Neutral,Relaxation,Neutral,5,1,1,0,0
Ses04_happy_16_B_044,Ses04_happy_16_B_042,Ses04_happy_16_A_043,Anger,Neutral,Neutral,2,1,1,0,0
Ses04_happy_16_B_046,Ses04_happy_16_B_044,Ses04_happy_16_A_045,Happiness,Anger,Neutral,2,1,1,0,0
Ses04_happy_16_A_050,Ses04_happy_16_A_047,Ses04_happy_16_B_049,Happiness,Relaxation,Happiness,2,1,1,0,0
Ses04_happy_16_B_053,Ses04_happy_16_B_051,Ses04_happy_16_A_052,Neutral,Happiness,Happiness,2,1,1,0,0
Ses04_happy_16_A_055,Ses04_happy_16_A_052,Ses04_happy_16_B_053,Neutral,Happiness,Neutral,2,1,1,0,0
Ses04_happy_16_A_063,Ses04_happy_16_A_059,Ses04_happy_16_B_062,Happiness,Surprise,Neutral,3,1,1,0,0
Ses05_happy_17_B_004,Ses05_happy_17_B_002,Ses05_happy_17_A_003,Happiness,Surprise,Happiness,2,1,1,0,0
Ses05_happy_17_B_016,Ses05_happy_17_B_014,Ses05_happy_17_A_015,Happiness,Surprise,Happiness,2,1,1,0,0
Ses05_happy_17_B_050,Ses05_happy_17_B_048,Ses05_happy_17_A_049,Neutral,Happiness,Happiness,2,1,1,0,0
Ses05_happy_18_B_004,Ses05_happy_18_B_002,Ses05_happy_18_A_003,Happiness,Neutral,Neutral,2,1,1,0,0
Ses05_happy_18_B_006,Ses05_happy_18_B_004,Ses05_happy_18_A_005,Neutral,Happiness,Neutral,2,1,1,0,0
Ses05_happy_18_A_020,Ses05_happy_18_A_017,Ses05_happy_18_B_019,Happiness,Neutral,Neutral,3,1,1,0,0
Ses05_happy_18_B_025,Ses05_happy_18_B_023,Ses05_happy_18_A_024,Happiness,Surprise,Happiness,2,1,1,0,0
Ses05_happy_18_B_027,Ses05_happy_18_B_025,Ses05_happy_18_A_026,Anger,Happiness,Surprise,2,1,1,0,0
Ses05_happy_18_A_028,Ses05_happy_18_A_026,Ses05_happy_18_B_027,Happiness,Surprise,Anger,2,1,1,0,0
Ses05_happy_18_B_029,Ses05_happy_18_B_027,Ses05_happy_18_A_028,Neutral,Anger,Happiness,2,1,1,0,0
Ses05_happy_18_A_032,Ses05_happy_18_A_030,Ses05_happy_18_B_031,Happiness,Surprise,Neutral,2,1,1,0,0
Ses05_happy_18_A_034,Ses05_happy_18_A_032,Ses05_happy_18_B_033,Neutral,Happiness,Neutral,2,1,1,0,0
Ses05_happy_18_B_035,Ses05_happy_18_B_033,Ses05_happy_18_A_034,Happiness,Neutral,Neutral,2,1,1,0,0
Ses05_happy_18_A_036,Ses05_happy_18_A_034,Ses05_happy_18_B_035,Happiness,Neutral,Happiness,2,1,1,0,0
Ses05_happy_18_A_038,Ses05_happy_18_A_037,Ses05_happy_18_B_035,Anger,Happiness,Happiness,1,3,1,0,0
Ses05_happy_18_B_039,Ses05_happy_18_B_035,Ses05_happy_18_A_038,Neutral,Happiness,Anger,4,1,1,0,0
Ses05_happy_18_A_040,Ses05_happy_18_A_038,Ses05_happy_18_B_039,Happiness,Anger,Neutral,2,1,1,0,0
Ses05_happy_18_B_045,Ses05_happy_18_B_041,Ses05_happy_18_A_044,Happiness,Neutral,Happiness,2,1,1,0,0
Ses05_happy_18_A_047,Ses05_happy_18_A_044,Ses05_happy_18_B_046,Anger,Happiness,Happiness,3,1,1,0,0
Ses05_happy_18_B_048,Ses05_happy_18_B_046,Ses05_happy_18_A_047,Neutral,Happiness,Anger,2,1,1,0,0
Ses05_happy_18_A_049,Ses05_happy_18_A_047,Ses05_happy_18_B_048,Happiness,Anger,Neutral,2,1,1,0,0
Ses05_happy_18_B_050,Ses05_happy_18_B_048,Ses05_happy_18_A_049,Happiness,Neutral,Happiness,2,1,1,0,0
Ses05_happy_18_A_053,Ses05_happy_18_A_049,Ses05_happy_18_B_050,Neutral,Happiness,Happiness,2,1,1,0,0
Ses05_happy_18_A_055,Ses05_happy_18_A_053,Ses05_happy_18_B_054,Happiness,Neutral,Happiness,2,1,1,0,0
Ses05_happy_19_B_003,Ses05_happy_19_B_001,Ses05_happy_19_A_002,Happiness,Neutral,Neutral,2,1,1,0,0
Ses05_happy_19_A_004,Ses05_happy_19_A_002,Ses05_happy_19_B_003,Happiness,Neutral,Happiness,2,1,1,0,0
Ses05_happy_19_B_005,Ses05_happy_19_B_003,Ses05_happy_19_A_004,Neutral,Happiness,Happiness,2,1,1,0,0
Ses05_happy_19_A_006,Ses05_happy_19_A_004,Ses05_happy_19_B_005,Neutral,Happiness,Neutral,2,1,1,0,0
Ses05_happy_19_B_007,Ses05_happy_19_B_005,Ses05_happy_19_A_006,Happiness,Neutral,Neutral,2,1,1,0,0
Ses05_happy_19_A_012,Ses05_happy_19_A_010,Ses05_happy_19_B_011,Happiness,Neutral,Happiness,2,1,1,0,0
Ses05_happy_19_B_026,Ses05_happy_19_B_024,Ses05_happy_19_A_025,Neutral,Happiness,Happiness,2,1,1,0,0
Ses05_happy_19_A_027,Ses05_happy_19_A_025,Ses05_happy_19_B_026,Neutral,Happiness,Neutral,2,1,1,0,0
Ses05_happy_19_B_028,Ses05_happy_19_B_026,Ses05_happy_19_A_027,Happiness,Neutral,Neutral,2,1,1,0,0
Ses05_happy_19_B_030,Ses05_happy_19_B_028,Ses05_happy_19_A_029,Neutral,Happiness,Neutral,2,1,1,0,0
Ses05_happy_19_B_031,Ses05_happy_19_B_030,Ses05_happy_19_A_029,Happiness,Neutral,Neutral,1,2,1,0,0
Ses05_happy_19_A_032,Ses05_happy_19_A_029,Ses05_happy_19_B_031,Happiness,Neutral,Happiness,3,1,1,0,0
Ses05_happy_19_A_039,Ses05_happy_19_A_035,Ses05_happy_19_B_038,Neutral,Happiness,Happiness,3,1,1,0,0
Ses05_happy_19_A_044,Ses05_happy_19_A_039,Ses05_happy_19_B_043,Happiness,Neutral,Happiness,4,1,1,0,0
Ses05_happy_19_A_053,Ses05_happy_19_A_050,Ses05_happy_19_B_052,Happiness,Surprise,Happiness,2,1,1,0,0
Ses05_happy_20_B_003,Ses05_happy_20_B_001,Ses05_happy_20_A_002,Neutral,Happiness,Happiness,2,1,1,0,0
Ses05_happy_20_A_004,Ses05_happy_20_A_002,Ses05_happy_20_B_003,Neutral,Happiness,Neutral,2,1,1,0,0
Ses05_happy_20_A_006,Ses05_happy_20_A_004,Ses05_happy_20_B_005,Happiness,Neutral,Neutral,2,1,1,0,0
Ses05_happy_20_B_009,Ses05_happy_20_B_007,Ses05_happy_20_A_008,Happiness,Surprise,Happiness,2,1,1,0,0
Ses05_happy_20_B_011,Ses05_happy_20_B_009,Ses05_happy_20_A_010,Neutral,Happiness,Happiness,2,1,1,0,0
Ses05_happy_20_B_015,Ses05_happy_20_B_011,Ses05_happy_20_A_014,Happiness,Neutral,Happiness,3,1,1,0,0
Ses05_happy_20_B_017,Ses05_happy_20_B_015,Ses05_happy_20_A_016,Neutral,Happiness,Happiness,2,1,1,0,0
Ses05_happy_20_B_019,Ses05_happy_20_B_017,Ses05_happy_20_A_018,Happiness,Neutral,Happiness,2,1,1,0,0
Ses05_happy_20_B_025,Ses05_happy_20_B_023,Ses05_happy_20_A_024,Neutral,Surprise,Happiness,2,1,1,0,0
Ses05_happy_20_A_026,Ses05_happy_20_A_024,Ses05_happy_20_B_025,Neutral,Happiness,Neutral,2,1,1,0,0
Ses05_happy_20_A_028,Ses05_happy_20_A_027,Ses05_happy_20_B_025,Happiness,Neutral,Neutral,1,3,1,0,0
Ses05_happy_20_B_040,Ses05_happy_20_B_039,Ses05_happy_20_A_037,Happiness,Surprise,Happiness,1,2,1,0,0
Ses05_happy_21_A_028,Ses05_happy_21_A_027,Ses05_happy_21_B_026,Neutral,Happiness,Happiness,1,2,1,0,0
Ses05_happy_21_A_036,Ses05_happy_21_A_034,Ses05_happy_21_B_035,Happiness,Neutral,Happiness,2,1,1,0,0
Ses05_happy_21_A_042,Ses05_happy_21_A_040,Ses05_happy_21_B_041,Neutral,Happiness,Happiness,2,1,1,0,0
Ses05_happy_21_A_044,Ses05_happy_21_A_042,Ses05_happy_21_B_043,Happiness,Neutral,Happiness,2,1,1,0,0
Ses01_neutral_01_A_010,Ses01_neutral_01_A_007,Ses01_neutral_01_B_009,Happiness,Neutral,Neutral,3,1,1,0,0
Ses01_neutral_01_A_011,Ses01_neutral_01_A_010,Ses01_neutral_01_B_009,Neutral,Happiness,Neutral,1,2,1,0,0
Ses01_neutral_01_A_018,Ses01_neutral_01_A_015,Ses01_neutral_01_B_017,Anger,Neutral,Fear,3,1,1,0,0
Ses01_neutral_01_A_020,Ses01_neutral_01_A_018,Ses01_neutral_01_B_019,Neutral,Anger,Fear,2,1,1,0,0
Ses01_neutral_01_B_021,Ses01_neutral_01_B_019,Ses01_neutral_01_A_020,Neutral,Fear,Neutral,2,1,1,0,0
Ses01_neutral_01_A_022,Ses01_neutral_01_A_020,Ses01_neutral_01_B_021,Happiness,Neutral,Neutral,2,1,1,0,0
Ses01_neutral_01_A_025,Ses01_neutral_01_A_022,Ses01_neutral_01_B_024,Neutral,Happiness,Neutral,2,1,1,0,0
Ses01_neutral_01_A_031,Ses01_neutral_01_A_028,Ses01_neutral_01_B_030,Anger,Neutral,Neutral,3,1,1,0,0
Ses01_neutral_01_B_036,Ses01_neutral_01_B_034,Ses01_neutral_01_A_035,Neutral,Fear,Anger,2,1,1,0,0
Ses01_neutral_01_B_040,Ses01_neutral_01_B_038,Ses01_neutral_01_A_039,Neutral,Fear,Anger,2,1,1,0,0
Ses01_neutral_02_A_002,Ses01_neutral_02_A_001,pad,Neutral,Relaxation,pad,1,None,1,0,0
Ses01_neutral_02_B_022,Ses01_neutral_02_B_020,Ses01_neutral_02_A_021,Neutral,Relaxation,Relaxation,2,1,1,0,0
Ses01_neutral_02_A_024,Ses01_neutral_02_A_021,Ses01_neutral_02_B_023,Neutral,Relaxation,Neutral,3,1,1,0,0
Ses01_neutral_02_A_059,Ses01_neutral_02_A_057,Ses01_neutral_02_B_058,Neutral,Surprise,Neutral,2,1,1,0,0
Ses01_neutral_03_A_005,Ses01_neutral_03_A_002,Ses01_neutral_03_B_004,Neutral,Relaxation,Surprise,3,1,1,0,0
Ses01_neutral_03_B_006,Ses01_neutral_03_B_004,Ses01_neutral_03_A_005,Neutral,Surprise,Neutral,2,1,1,0,0
Ses01_neutral_03_B_008,Ses01_neutral_03_B_006,Ses01_neutral_03_A_007,Anger,Neutral,Neutral,2,1,1,0,0
Ses01_neutral_03_A_011,Ses01_neutral_03_A_009,Ses01_neutral_03_B_010,Neutral,Relaxation,Anger,2,1,1,0,0
Ses01_neutral_03_B_012,Ses01_neutral_03_B_010,Ses01_neutral_03_A_011,Neutral,Anger,Neutral,2,1,1,0,0
Ses01_neutral_03_A_015,Ses01_neutral_03_A_013,Ses01_neutral_03_B_014,Anger,Neutral,Neutral,2,1,1,0,0
Ses01_neutral_03_A_016,Ses01_neutral_03_A_015,Ses01_neutral_03_B_014,Neutral,Anger,Neutral,1,2,1,0,0
Ses01_neutral_03_B_021,Ses01_neutral_03_B_019,Ses01_neutral_03_A_020,Neutral,Disappointment,Neutral,2,1,1,0,0
Ses01_neutral_03_A_022,Ses01_neutral_03_A_020,Ses01_neutral_03_B_021,Anger,Neutral,Neutral,2,1,1,0,0
Ses01_neutral_03_A_024,Ses01_neutral_03_A_022,Ses01_neutral_03_B_023,Neutral,Anger,Neutral,2,1,1,0,0
Ses01_neutral_03_B_027,Ses01_neutral_03_B_025,Ses01_neutral_03_A_026,Neutral,Surprise,Neutral,2,1,1,0,0
Ses01_neutral_03_B_033,Ses01_neutral_03_B_031,Ses01_neutral_03_A_032,Neutral,Relaxation,Neutral,2,1,1,0,0
Ses01_neutral_03_A_037,Ses01_neutral_03_A_035,Ses01_neutral_03_B_036,Anger,Neutral,Relaxation,2,1,1,0,0
Ses01_neutral_03_B_038,Ses01_neutral_03_B_036,Ses01_neutral_03_A_037,Neutral,Relaxation,Anger,2,1,1,0,0
Ses01_neutral_03_A_039,Ses01_neutral_03_A_037,Ses01_neutral_03_B_038,Neutral,Anger,Neutral,2,1,1,0,0
Ses01_neutral_03_B_040,Ses01_neutral_03_B_038,Ses01_neutral_03_A_039,Anger,Neutral,Neutral,2,1,1,0,0
Ses01_neutral_03_A_045,Ses01_neutral_03_A_043,Ses01_neutral_03_B_044,Neutral,Relaxation,Anger,2,1,1,0,0
Ses01_neutral_03_B_046,Ses01_neutral_03_B_044,Ses01_neutral_03_A_045,Neutral,Anger,Neutral,2,1,1,0,0
Ses01_neutral_03_A_047,Ses01_neutral_03_A_045,Ses01_neutral_03_B_046,Anger,Neutral,Neutral,2,1,1,0,0
Ses01_neutral_03_A_049,Ses01_neutral_03_A_047,Ses01_neutral_03_B_048,Neutral,Anger,Neutral,2,1,1,0,0
Ses01_neutral_03_A_054,Ses01_neutral_03_A_052,Ses01_neutral_03_B_053,Happiness,Frustration,Neutral,2,1,1,0,0
Ses01_neutral_03_A_058,Ses01_neutral_03_A_056,Ses01_neutral_03_B_057,Happiness,Surprise,Surprise,2,1,1,0,0
Ses01_neutral_03_B_059,Ses01_neutral_03_B_057,Ses01_neutral_03_A_058,Neutral,Surprise,Happiness,2,1,1,0,0
Ses02_neutral_05_A_009,Ses02_neutral_05_A_007,Ses02_neutral_05_B_008,Neutral,Relaxation,Neutral,2,1,1,0,0
Ses02_neutral_05_B_013,Ses02_neutral_05_B_011,Ses02_neutral_05_A_012,Anger,Neutral,Neutral,2,1,1,0,0
Ses02_neutral_05_B_016,Ses02_neutral_05_B_013,Ses02_neutral_05_A_014,Neutral,Anger,Relaxation,2,1,1,0,0
Ses02_neutral_05_A_017,Ses02_neutral_05_A_014,Ses02_neutral_05_B_016,Neutral,Relaxation,Neutral,2,1,1,0,0
Ses02_neutral_05_B_018,Ses02_neutral_05_B_016,Ses02_neutral_05_A_017,Anger,Neutral,Neutral,2,1,1,0,0
Ses02_neutral_05_B_020,Ses02_neutral_05_B_018,Ses02_neutral_05_A_019,Neutral,Anger,Relaxation,2,1,1,0,0
Ses02_neutral_05_B_022,Ses02_neutral_05_B_020,Ses02_neutral_05_A_021,Anger,Neutral,Relaxation,2,1,1,0,0
Ses02_neutral_05_A_023,Ses02_neutral_05_A_021,Ses02_neutral_05_B_022,Neutral,Relaxation,Anger,2,1,1,0,0
Ses02_neutral_05_B_024,Ses02_neutral_05_B_022,Ses02_neutral_05_A_023,Neutral,Anger,Neutral,2,1,1,0,0
Ses02_neutral_05_B_028,Ses02_neutral_05_B_026,Ses02_neutral_05_A_027,Neutral,Surprise,Neutral,2,1,1,0,0
Ses02_neutral_05_A_029,Ses02_neutral_05_A_027,Ses02_neutral_05_B_028,Happiness,Neutral,Neutral,2,1,1,0,0
Ses02_neutral_05_B_031,Ses02_neutral_05_B_030,Ses02_neutral_05_A_029,Happiness,Neutral,Happiness,1,2,1,0,0
Ses02_neutral_05_B_039,Ses02_neutral_05_B_035,Ses02_neutral_05_A_038,Neutral,Happiness,Happiness,4,1,1,0,0
Ses02_neutral_05_A_040,Ses02_neutral_05_A_038,Ses02_neutral_05_B_039,Neutral,Happiness,Neutral,2,1,1,0,0
Ses02_neutral_05_B_053,Ses02_neutral_05_B_051,Ses02_neutral_05_A_052,Neutral,Surprise,Neutral,2,1,1,0,0
Ses02_neutral_05_B_061,Ses02_neutral_05_B_060,Ses02_neutral_05_A_059,Neutral,Surprise,Neutral,1,2,1,0,0
Ses02_neutral_06_B_017,Ses02_neutral_06_B_016,Ses02_neutral_06_A_015,Anger,Neutral,Neutral,1,2,1,0,0
Ses02_neutral_06_B_021,Ses02_neutral_06_B_019,Ses02_neutral_06_A_020,Neutral,Anger,Neutral,2,1,1,0,0
Ses02_neutral_06_B_025,Ses02_neutral_06_B_023,Ses02_neutral_06_A_024,Anger,Neutral,Neutral,2,1,1,0,0
Ses02_neutral_06_B_031,Ses02_neutral_06_B_026,Ses02_neutral_06_A_030,Neutral,Anger,Neutral,4,1,1,0,0
Ses02_neutral_06_B_067,Ses02_neutral_06_B_065,Ses02_neutral_06_A_063,Happiness,Neutral,Neutral,1,3,1,0,0
Ses02_neutral_06_A_068,Ses02_neutral_06_A_063,Ses02_neutral_06_B_067,Happiness,Neutral,Happiness,4,1,1,0,0
Ses02_neutral_06_A_071,Ses02_neutral_06_A_068,Ses02_neutral_06_B_067,Neutral,Happiness,Happiness,1,2,1,0,0
Ses02_neutral_07_A_015,Ses02_neutral_07_A_014,Ses02_neutral_07_B_013,Neutral,Relaxation,Relaxation,1,2,1,0,0
Ses02_neutral_07_B_016,Ses02_neutral_07_B_013,Ses02_neutral_07_A_015,Neutral,Relaxation,Neutral,3,1,1,0,0
Ses02_neutral_07_A_028,Ses02_neutral_07_A_027,Ses02_neutral_07_B_026,Neutral,Relaxation,Relaxation,1,2,1,0,0
Ses02_neutral_07_B_029,Ses02_neutral_07_B_026,Ses02_neutral_07_A_028,Neutral,Relaxation,Neutral,3,1,1,0,0
Ses02_neutral_07_A_039,Ses02_neutral_07_A_036,Ses02_neutral_07_B_037,Happiness,Relaxation,Neutral,2,1,1,0,0
Ses02_neutral_07_B_040,Ses02_neutral_07_B_037,Ses02_neutral_07_A_039,Anger,Neutral,Happiness,2,1,1,0,0
Ses02_neutral_07_A_041,Ses02_neutral_07_A_039,Ses02_neutral_07_B_040,Neutral,Happiness,Anger,2,1,1,0,0
Ses02_neutral_07_A_043,Ses02_neutral_07_A_041,Ses02_neutral_07_B_042,Happiness,Neutral,Anger,2,1,1,0,0
Ses02_neutral_07_B_044,Ses02_neutral_07_B_042,Ses02_neutral_07_A_043,Neutral,Anger,Happiness,2,1,1,0,0
Ses02_neutral_07_A_056,Ses02_neutral_07_A_055,Ses02_neutral_07_B_054,Neutral,Happiness,Neutral,1,2,1,0,0
Ses02_neutral_08_A_023,Ses02_neutral_08_A_021,Ses02_neutral_08_B_022,Neutral,Surprise,Neutral,2,1,1,0,0
Ses02_neutral_08_A_027,Ses02_neutral_08_A_025,Ses02_neutral_08_B_026,Neutral,Surprise,Neutral,2,1,1,0,0
Ses02_neutral_08_A_045,Ses02_neutral_08_A_043,Ses02_neutral_08_B_044,Neutral,Surprise,Neutral,2,1,1,0,0
Ses02_neutral_08_B_049,Ses02_neutral_08_B_047,Ses02_neutral_08_A_048,Neutral,Disappointment,Neutral,2,1,1,0,0
Ses02_neutral_08_A_054,Ses02_neutral_08_A_050,Ses02_neutral_08_B_053,Neutral,Surprise,Neutral,4,1,1,0,0
Ses02_neutral_08_A_062,Ses02_neutral_08_A_061,Ses02_neutral_08_B_060,Neutral,Surprise,Neutral,1,2,1,0,0
Ses03_neutral_09_A_008,Ses03_neutral_09_A_006,Ses03_neutral_09_B_007,Neutral,Relaxation,Relaxation,2,1,1,0,0
Ses03_neutral_09_B_009,Ses03_neutral_09_B_007,Ses03_neutral_09_A_008,Neutral,Relaxation,Neutral,2,1,1,0,0
Ses03_neutral_09_B_023,Ses03_neutral_09_B_021,Ses03_neutral_09_A_022,Happiness,Neutral,Neutral,2,1,1,0,0
Ses03_neutral_09_B_026,Ses03_neutral_09_B_024,Ses03_neutral_09_A_025,Neutral,Happiness,Neutral,2,1,1,0,0
Ses03_neutral_09_B_029,Ses03_neutral_09_B_028,Ses03_neutral_09_A_027,Happiness,Neutral,Neutral,1,2,1,0,0
Ses03_neutral_09_B_030,Ses03_neutral_09_B_029,Ses03_neutral_09_A_027,Neutral,Happiness,Neutral,1,3,1,0,0
Ses03_neutral_09_B_032,Ses03_neutral_09_B_030,Ses03_neutral_09_A_031,Happiness,Neutral,Neutral,2,1,1,0,0
Ses03_neutral_09_B_035,Ses03_neutral_09_B_033,Ses03_neutral_09_A_034,Neutral,Happiness,Surprise,2,1,1,0,0
Ses03_neutral_09_A_036,Ses03_neutral_09_A_034,Ses03_neutral_09_B_035,Neutral,Surprise,Neutral,2,1,1,0,0
Ses03_neutral_09_A_043,Ses03_neutral_09_A_042,Ses03_neutral_09_B_041,Happiness,Neutral,Neutral,1,2,1,0,0
Ses03_neutral_09_A_045,Ses03_neutral_09_A_043,Ses03_neutral_09_B_044,Neutral,Happiness,Neutral,2,1,1,0,0
Ses03_neutral_09_A_049,Ses03_neutral_09_A_047,Ses03_neutral_09_B_048,Happiness,Neutral,Neutral,2,1,1,0,0
Ses03_neutral_09_A_051,Ses03_neutral_09_A_049,Ses03_neutral_09_B_050,Neutral,Happiness,Neutral,2,1,1,0,0
Ses03_neutral_09_A_063,Ses03_neutral_09_A_061,Ses03_neutral_09_B_062,Neutral,Relaxation,Neutral,2,1,1,0,0
Ses03_neutral_10_A_005,Ses03_neutral_10_A_001,Ses03_neutral_10_B_004,Neutral,Happiness,Neutral,4,1,1,0,0
Ses03_neutral_10_A_025,Ses03_neutral_10_A_024,Ses03_neutral_10_B_023,Neutral,Relaxation,Neutral,1,2,1,0,0
Ses04_neutral_13_B_007,Ses04_neutral_13_B_005,Ses04_neutral_13_A_006,Anger,Neutral,Neutral,2,1,1,0,0
Ses04_neutral_13_B_009,Ses04_neutral_13_B_007,Ses04_neutral_13_A_008,Neutral,Anger,Neutral,2,1,1,0,0
Ses04_neutral_13_A_018,Ses04_neutral_13_A_017,Ses04_neutral_13_B_016,Anger,Neutral,Neutral,1,2,1,0,0
Ses04_neutral_13_A_023,Ses04_neutral_13_A_021,Ses04_neutral_13_B_022,Anger,Surprise,Neutral,2,1,1,0,0
Ses04_neutral_13_A_024,Ses04_neutral_13_A_023,Ses04_neutral_13_B_022,Neutral,Anger,Neutral,1,2,1,0,0
Ses04_neutral_13_A_030,Ses04_neutral_13_A_028,Ses04_neutral_13_B_029,Anger,Surprise,Neutral,2,1,1,0,0
Ses04_neutral_13_A_033,Ses04_neutral_13_A_030,Ses04_neutral_13_B_032,Neutral,Anger,Neutral,3,1,1,0,0
Ses04_neutral_13_A_036,Ses04_neutral_13_A_035,Ses04_neutral_13_B_034,Neutral,Surprise,Neutral,1,2,1,0,0
Ses04_neutral_13_A_041,Ses04_neutral_13_A_037,Ses04_neutral_13_B_040,Happiness,Surprise,Surprise,3,1,1,0,0
Ses04_neutral_13_B_042,Ses04_neutral_13_B_040,Ses04_neutral_13_A_041,Neutral,Surprise,Happiness,2,1,1,0,0
Ses04_neutral_13_A_044,Ses04_neutral_13_A_043,Ses04_neutral_13_B_042,Neutral,Happiness,Neutral,1,2,1,0,0
Ses04_neutral_13_A_046,Ses04_neutral_13_A_044,Ses04_neutral_13_B_045,Happiness,Neutral,Neutral,2,1,1,0,0
Ses04_neutral_13_A_054,Ses04_neutral_13_A_052,Ses04_neutral_13_B_053,Neutral,Happiness,Neutral,2,1,1,0,0
Ses04_neutral_13_A_055,Ses04_neutral_13_A_054,Ses04_neutral_13_B_053,Happiness,Neutral,Neutral,1,2,1,0,0
